uid,Age,Gender,Preferred Positions,Nationality,LivingIn,Experience,Languages Known,Skills,Created date,Last access
242564,26,Female,"Host/Hostess, Personal Assistant, Brand ambassador, Events Coordinator, Model, Real Estate Agent",United Kingdom,United Arab Emirates, 4 years,English,,06/10/2020,06/22/2020
199465,32,Male,Waiter /Waitress,India,United Arab Emirates,10+ years,English,,01/03/2020,06/22/2020
240439,28,Female,"Events Coordinator, Events Manager, Guest Relations Manager, Marketing Executive, Real Estate Sales Executive, Retail Sales Executive",Jordan,United Arab Emirates, 4 years,"Arabic, English","Communication Skills, Confidence, Decision Making, Flexibility, Interpersonal Skills, Language Skills, Leadership  Skills, Perseverance, Proactive, Problem Solving, Self Motivated, Team Work Skills, Work Under  Pressure, Written Communication",06/05/2020,06/22/2020
244152,29,Male,Waiter /Waitress,Egypt,United Arab Emirates,5+ years,"Arabic, English, French","Communication Skills, Computing Skills, Confidence, Decision Making, Flexibility, Leadership  Skills, Problem Solving, Self Motivated, Work Under  Pressure",06/14/2020,06/22/2020
93412,26,Female,"Cabin Crew, Floor Supervisor, VIP Waiter/Waitress, Waiter /Waitress",Ukraine,United Arab Emirates,5+ years,"English, Russian, Spanish, Ukrainian","Communication Skills, Confidence, Creativity, Flexibility, Management Skills, Self Motivated, Team Work Skills, Time Management, Work Under  Pressure",02/18/2018,06/22/2020
151885,24,Female,"Waiter /Waitress, Cocktail Waiter/Waitress, VIP Waiter/Waitress",Greece,Greece,5+ years,"Albanian, English, Greek, Russian","Communication Skills, Confidence, Organisation Skills, Self Motivated, Team Work Skills, Time Management, Work Under  Pressure",05/16/2019,06/22/2020
170791,29,Female,"Cashier, Host/Hostess, Promoter, Receptionist, Retail Brand Manager, Waiter /Waitress",Philippines,United Arab Emirates,5+ years,"English, Tagalog","Adaptability, Communication Skills, Confidence, Flexibility, Interpersonal Skills, Perseverance",08/24/2019,06/22/2020
223900,43,Female,"Host/Hostess, Head Host/Hostess",Macedonia,Qatar,20+ years,"Bosnian, Bulgarian, Croatian, English, Macedonian, Serbo-Croatian","Adaptability, Communication Skills, Confidence, Creativity, Decision Making, Flexibility, Interpersonal Skills, Management Skills, Negotiation Skills, Organisation Skills, Persuading, Problem Solving, Self Motivated, Team Work Skills, Time Management, Work Under  Pressure",04/22/2020,06/22/2020
186881,28,Female,"Host/Hostess, Waiter /Waitress, Customer Service",Morocco,United Arab Emirates,5+ years,"Arabic, English, French","Communication Skills, Confidence, Creativity, Decision Making, Language Skills, Problem Solving",10/23/2019,06/22/2020
246830,23,Female,"Host/Hostess, Receptionist, Cabin Crew, Customer Service, Intern, Model",Morocco,United Arab Emirates,,,,06/20/2020,06/22/2020
246896,46,Male,"Concierge, Customer Service, Events Manager, Front Of The House Manager, Office Manager, Operations Manager",India,United Arab Emirates,20+ years,"Arabic, English, German, Hindi",,06/20/2020,06/22/2020
222673,28,Female,"Host/Hostess, Personal Assistant, DJ, Entertainer, Model",Ukraine,United Arab Emirates,5+ years,"English, Russian, Ukrainian",,04/21/2020,06/22/2020
244500,24,Female,"Brand ambassador, Marketing Executive, Marketing Manager, Real Estate Agent, Retail Brand Manager, Social Media Expert",Ireland,United Arab Emirates,3 years,"English, Irish",,06/14/2020,06/22/2020
247429,34,Female,"Host/Hostess, Personal Assistant, Administrations, Assistant Club Manager, Assistant General Manager, Head Host/Hostess",Brazil,United Arab Emirates,,,,06/21/2020,06/22/2020
226518,29,Female,"Host/Hostess, Personal Assistant, Receptionist, Head Host/Hostess",Belarus,Belarus, 4 years,"English, Russian",,04/25/2020,06/21/2020
240557,36,Male,Waiter /Waitress,Cameroon,United Arab Emirates, 4 years,"English, French, Spanish","Adaptability, Communication Skills, Creativity, Interpersonal Skills, Language Skills, Negotiation Skills, Perseverance, Self Motivated, Team Work Skills, Technical Skills, Work Under  Pressure",06/06/2020,06/21/2020
109921,27,Female,"Customer Service, Host/Hostess, Promoter, Reservations, Retail Sales Executive, Sales",Philippines,United Arab Emirates,5+ years,"English, Spanish, Tagalog","Communication Skills, Computing Skills, Confidence, Creativity, Flexibility, Language Skills, Leadership  Skills, Organisation Skills, Problem Solving, Self Motivated, Team Work Skills, Time Management, Work Under  Pressure, Written Communication",08/25/2018,06/21/2020
238257,24,Female,"Host/Hostess, Head Host/Hostess",Russia,United Arab Emirates,5+ years,"English, Russian","Adaptability, Communication Skills, Computing Skills, Creativity, Decision Making, Flexibility, Marketing Skills, Organisation Skills, Proactive, Team Work Skills, Time Management",06/01/2020,06/21/2020
241403,25,Female,"Host/Hostess, Personal Assistant, Receptionist, Sales, Cabin Crew, Customer Service",United Kingdom,United Arab Emirates,10+ years,English,"Adaptability, Commercial Awareness, Communication Skills, Confidence, Creativity, Decision Making, Leadership  Skills, Organisation Skills, Perseverance, Proactive, Problem Solving, Self Motivated, Team Work Skills",06/07/2020,06/21/2020
246923,30,Male,"Personal Assistant, Receptionist, Administrations, Assistant General Manager, Customer Service, Events Coordinator",Lebanon,United Arab Emirates,5+ years,"Arabic, English",,06/20/2020,06/21/2020
104925,36,Male,"Cabin Crew, Intern, Model, Personal Assistant, Receptionist, Spa Manager",Serbia,United Arab Emirates,10+ years,"Bosnian, Croatian, English, Macedonian, Serbian, Serbo-Croatian, Spanish","Adaptability, Commercial Awareness, Communication Skills, Computing Skills, Confidence, Creativity, Decision Making, Flexibility, Interpersonal Skills, Language Skills, Leadership  Skills, Management Skills, Negotiation Skills, Organisation Skills, Persuading, Proactive, Problem Solving, Self Motivated, Team Work Skills, Technical Skills, Time Management, Work Under  Pressure, Written Communication",07/13/2018,06/21/2020
247295,25,Female,"Host/Hostess, Personal Assistant, Receptionist, Assistant General Manager, Assistant Reservation Manager",United Arab Emirates,United Arab Emirates,2 years,"English, German, Russian, Ukrainian","Adaptability, Communication Skills, Creativity, Flexibility, Language Skills, Self Motivated, Team Work Skills, Work Under  Pressure, Written Communication",06/21/2020,06/21/2020
197613,40,Female,Spa Manager,Tunisia,United Arab Emirates,5+ years,"Arabic, English, French",,12/18/2019,06/21/2020
247493,21,Male,"Administrations, Operations Manager, Sales Manager",Kazakhstan,Kazakhstan,1 year,"English, French, Kazakh, Polish, Russian",,06/21/2020,06/21/2020
247469,33,Female,"Cashier, Customer Service, Events Coordinator, Events Manager, Spa Manager, Spa Therapist",Angola,United Arab Emirates,5+ years,"English, Portuguese, International",,06/21/2020,06/21/2020
243920,29,Female,"Personal Assistant, Administrations, Marketing Executive, Office Manager, Social Media Expert",United Kingdom,United Arab Emirates,2 years,English,"Communication Skills, Creativity, Interpersonal Skills, IT Skills, Marketing Skills",06/13/2020,06/21/2020
247259,29,Male,"Host/Hostess, Personal Assistant, Sales, Administrations, Brand ambassador, Guest Relations Agent",Brazil,United Arab Emirates,5+ years,"Portuguese, Brazil",,06/21/2020,06/21/2020
207737,28,Female,"Host/Hostess, Personal Assistant, Receptionist, Sales, Concierge, Events Coordinator",Sweden,United Arab Emirates,5+ years,"English, Swedish",,03/04/2020,06/21/2020
245789,27,Male,"Bartender / Barmaid, Sales, Club Manager, Customer Service, General Manager, Guest Relations Manager",United Kingdom,United Arab Emirates,5+ years,English,"Communication Skills, Flexibility, IT Skills, Leadership  Skills, Management Skills, Negotiation Skills, Organisation Skills, Problem Solving, Self Motivated, Team Work Skills, Time Management, Work Under  Pressure",06/17/2020,06/21/2020
246447,28,Female,"Assistant Club Manager, Assistant General Manager, Brand ambassador, Guest Relations Manager, Marketing Coordinator, Marketing Executive",Lebanon,United Arab Emirates,2 years,"Arabic, English, French, Spanish","Adaptability, Communication Skills, Confidence, Creativity, Decision Making, Flexibility, Interpersonal Skills, Marketing Skills, Problem Solving, Team Work Skills",06/19/2020,06/21/2020
93372,39,Female,"Host/Hostess, Assistant Restaurant Manager, Floor Manager, Floor Supervisor, Front Of The House Manager, Head Host/Hostess",South Africa,United Arab Emirates,10+ years,English,"Adaptability, Communication Skills, Confidence, Decision Making, Flexibility, Management Skills, Organisation Skills, Proactive, Problem Solving, Work Under  Pressure",02/17/2018,06/21/2020
179807,25,Female,"Host/Hostess, Sales, Door Manager, Marketing Coordinator, Office Manager, Sales Manager",Ukraine,United Arab Emirates, 4 years,"English, Russian, Ukrainian","Communication Skills, Creativity, Flexibility, Management Skills, Marketing Skills, Problem Solving, Team Work Skills, Work Under  Pressure",10/01/2019,06/21/2020
239031,30,Male,Bartender / Barmaid,Ghana,Ghana,5+ years,English,"Communication Skills, Computing Skills, Creativity, Decision Making, Interpersonal Skills, Leadership  Skills, Management Skills, Marketing Skills, Problem Solving, Work Under  Pressure",06/02/2020,06/21/2020
247481,34,Male,"Host/Hostess, Personal Assistant, Sales, Customer Service",Egypt,United Arab Emirates,10+ years,"Arabic, English",,06/21/2020,06/21/2020
173238,32,Male,"Guest Relations Agent, Host/Hostess, Receptionist, VIP Waiter/Waitress, Waiter /Waitress",Senegal,Senegal,5+ years,"English, French, Italian","Adaptability, Commercial Awareness, Communication Skills, Confidence, Creativity, Interpersonal Skills, Language Skills, Management Skills, Organisation Skills, Self Motivated, Team Work Skills, Work Under  Pressure",09/03/2019,06/21/2020
200579,29,Male,"Bartender / Barmaid, Bar Supervisor",Azerbaijan,United Arab Emirates,5+ years,"Azerbaijani, English, Norwegian Bokmål, Russian, Swedish, Turkish","Adaptability, Computing Skills, Decision Making, Proactive, Work Under  Pressure",01/09/2020,06/21/2020
247125,27,Male,"Assistant Club Manager, Assistant Restaurant Manager, Bar Manager, Club Manager, Operations Manager, Restaurant Manager",India,United Arab Emirates,10+ years,English,,06/21/2020,06/21/2020
30763,28,Female,"Personal Assistant, Guest Relations Manager, HR coordinator, Marketing Executive, Office Manager, Social Media Expert",Romania,Romania,5+ years,"English, Romanian","Adaptability, Communication Skills, Confidence, Decision Making, Flexibility, Leadership  Skills, Organisation Skills, Perseverance, Problem Solving, Self Motivated, Team Work Skills, Work Under  Pressure",03/08/2016,06/21/2020
70354,31,Male,"Assistant Club Manager, Bar Manager, Restaurant Manager",Ukraine,United Arab Emirates,5+ years,"English, Russian, Ukrainian","Adaptability, Communication Skills, Confidence, Creativity, Organisation Skills, Self Motivated, Team Work Skills, Work Under  Pressure",07/01/2017,06/21/2020
145897,32,Male,"Assistant Restaurant Manager, Bar Supervisor, Butler, Customer Service, Floor Supervisor, Retail Sales Executive",Egypt,United Arab Emirates,10+ years,"Arabic, English","Communication Skills, Computing Skills, Confidence, Creativity, Decision Making, Flexibility, Language Skills, Leadership  Skills, Management Skills, Marketing Skills, Proactive, Problem Solving, Self Motivated, Team Work Skills, Time Management, Work Under  Pressure, Written Communication",04/01/2019,06/21/2020
97912,24,Female,"Personal Assistant, Guest Relations Manager, Marketing Manager, Office Manager",Austria,United Arab Emirates,3 years,"Arabic, English, French, German","Communication Skills, Confidence, Creativity, Flexibility, Language Skills, Leadership  Skills, Marketing Skills, Organisation Skills, Self Motivated, Team Work Skills, Time Management",04/06/2018,06/21/2020
246865,27,Female,"Host/Hostess, Receptionist, Sales, Customer Service, Guest Relations Agent, Head Host/Hostess",Ukraine,United Arab Emirates,5+ years,"English, Russian, Ukrainian",,06/20/2020,06/21/2020
167527,22,Male,"Administrations, Waiter /Waitress",Russia,Uzbekistan,3 years,"English, Russian","Adaptability, Communication Skills, Creativity, Flexibility, Interpersonal Skills, Team Work Skills",08/11/2019,06/21/2020
169507,26,Female,"Cabin Crew, Guest Relations Agent, Guest Relations Manager, Head Host/Hostess, Host/Hostess, Receptionist",Nepal,United Arab Emirates,3 years,"English, Hindi, Nepali","Adaptability, Communication Skills, Confidence, Creativity, Decision Making, Flexibility, Leadership  Skills, Management Skills, Marketing Skills, Problem Solving, Self Motivated, Team Work Skills, Time Management, Work Under  Pressure",08/20/2019,06/21/2020
207353,24,Female,"Host/Hostess, Bartender / Barmaid, Receptionist, Sales, Cabin Crew",Ukraine,United Arab Emirates, 4 years,"English, Russian","Communication Skills, Confidence, Creativity, Decision Making, Flexibility, Interpersonal Skills, Leadership  Skills, Management Skills, Marketing Skills, Organisation Skills, Proactive, Team Work Skills, Time Management, Work Under  Pressure",03/01/2020,06/21/2020
162464,30,Male,"Bartender / Barmaid, Assistant Restaurant Manager, Bar Back",Ukraine,United Arab Emirates,5+ years,"English, Polish, Russian, Spanish, Ukrainian","Flexibility, IT Skills, Management Skills, Team Work Skills, Written Communication",07/17/2019,06/21/2020
166362,32,Female,"Host/Hostess, Personal Assistant, Cabin Crew, Customer Service, Entertainer, Model",Philippines,United Arab Emirates,2 years,"English, Filipino",Communication Skills,08/06/2019,06/21/2020
223804,23,Male,"Bartender / Barmaid, Waiter /Waitress, Runner / Commis, Cabin Crew",Kenya,United Arab Emirates,3 years,"English, Swahili","Communication Skills, Computing Skills, Confidence, Creativity, Flexibility, Interpersonal Skills, Language Skills, Organisation Skills, Team Work Skills",04/22/2020,06/21/2020
247293,30,Female,Cabin Crew,Ireland,United Arab Emirates,5+ years,English,"Adaptability, Communication Skills, Confidence, Flexibility, Interpersonal Skills, Proactive, Problem Solving, Self Motivated, Team Work Skills, Time Management, Work Under  Pressure, Written Communication",06/21/2020,06/21/2020
114648,30,Female,"Personal Assistant, Door Manager, Events Manager, Floor Manager, Restaurant Manager, Sales Manager",Italy,Italy,10+ years,"English, French, Italian, Portuguese, Brazil","Adaptability, Communication Skills, Computing Skills, Confidence, Creativity, Decision Making, Flexibility, Interpersonal Skills, Language Skills, Leadership  Skills, Management Skills, Organisation Skills, Perseverance, Persuading, Proactive, Problem Solving, Self Motivated, Team Work Skills, Work Under  Pressure, Written Communication",09/10/2018,06/21/2020
226009,26,Male,"Bartender / Barmaid, Waiter /Waitress, Receptionist, Administrations, Cabin Crew, Cocktail Waiter/Waitress",Nigeria,United Arab Emirates,5+ years,English,"Adaptability, Commercial Awareness, Communication Skills, Computing Skills, Confidence, Creativity, Decision Making, Flexibility, Interpersonal Skills, Language Skills, Leadership  Skills, Management Skills, Marketing Skills, Negotiation Skills, Organisation Skills, Perseverance, Persuading, Self Motivated, Team Work Skills, Technical Skills, Work Under  Pressure, Written Communication",04/24/2020,06/21/2020
156771,24,Male,"Assistant Club Manager, Club Manager, Entertainment Director, Host/Hostess, Promoter, VIP Waiter/Waitress",United States,United States, 4 years,"English, Spanish, Swedish","Communication Skills, Confidence, Creativity, Decision Making, Interpersonal Skills, Management Skills, Organisation Skills, Proactive, Problem Solving, Self Motivated, Team Work Skills, Work Under  Pressure",06/23/2019,06/21/2020
207944,25,Male,"Waiter /Waitress, Chef, Runner / Commis, Bar Back, Cocktail Waiter/Waitress",Uganda,United Arab Emirates,3 years,English,"Communication Skills, Creativity, Flexibility, Team Work Skills",03/07/2020,06/21/2020
118476,43,Female,"Personal Assistant, Customer Service, Head Host/Hostess",Ukraine,Bahrain,10+ years,"English, Russian, Ukrainian","Communication Skills, Confidence, Decision Making, Flexibility, Leadership  Skills, Negotiation Skills, Organisation Skills, Proactive, Problem Solving, Self Motivated, Team Work Skills, Time Management, Work Under  Pressure",09/26/2018,06/21/2020
70322,29,Female,"Door Manager, Guest Relations Manager, Head Host/Hostess, Host/Hostess, Reservations, Reservations Manager",Ukraine,United Arab Emirates,3 years,"English, Russian, Ukrainian","Communication Skills, Computing Skills, Problem Solving, Team Work Skills",06/30/2017,06/21/2020
239595,29,Female,"Personal Assistant, Receptionist, Sales, Guest Relations Agent, Head Host/Hostess, Real Estate Agent",Ukraine,United Arab Emirates,3 years,"English, Polish, Russian, Ukrainian",,06/03/2020,06/21/2020
155684,24,Female,"Assistant Restaurant Manager, HR coordinator, Waiter /Waitress",Lebanon,United Arab Emirates,10+ years,"Arabic, English, French","Adaptability, Communication Skills, Confidence, Creativity, Decision Making, Flexibility, Leadership  Skills, Management Skills, Organisation Skills, Problem Solving, Self Motivated, Time Management, Work Under  Pressure",06/15/2019,06/21/2020
205594,30,Female,"Host/Hostess, Personal Assistant, Administrations, Assistant Club Manager, Assistant Reservation Manager, Spa Manager",Brazil,United Arab Emirates, 4 years,"English, Portuguese, Brazil, Spanish",,02/13/2020,06/21/2020
102515,27,Female,"Receptionist, Sales, Assistant Reservation Manager, Events Coordinator, Events Manager, Reservations",Spain,United Arab Emirates,5+ years,"Catalan, English, Spanish","Adaptability, Communication Skills, Computing Skills, Flexibility, Organisation Skills, Proactive, Self Motivated, Work Under  Pressure, Written Communication",06/11/2018,06/21/2020
239901,21,Female,"Host/Hostess, Sales, Dancer, Events Coordinator, Head Host/Hostess, Model",Belarus,United Arab Emirates,3 years,"Belarusian, English, Russian",,06/04/2020,06/21/2020
146938,29,Female,"Host/Hostess, Bartender / Barmaid, Personal Assistant, Receptionist, Promoter, VIP Waiter/Waitress",Serbia,United Arab Emirates,3 years,"English, Serbian, Serbo-Croatian, Spanish","Adaptability, Communication Skills, Confidence, Creativity, Decision Making, Flexibility, Language Skills, Leadership  Skills, Management Skills, Marketing Skills, Negotiation Skills, Organisation Skills, Perseverance, Persuading, Proactive, Problem Solving, Self Motivated, Team Work Skills, Time Management, Work Under  Pressure, Written Communication",04/09/2019,06/21/2020
170397,24,Male,,Serbia,United Arab Emirates,5+ years,"English, Serbian, Serbo-Croatian","IT Skills, Management Skills, Problem Solving, Technical Skills, Work Under  Pressure",08/22/2019,06/21/2020
97676,31,Male,"Floor Manager, Floor Supervisor",Egypt,United Arab Emirates,3 years,"Arabic, English","Communication Skills, Computing Skills, Confidence, Creativity, Decision Making, Flexibility, Interpersonal Skills, Leadership  Skills, Management Skills, Marketing Skills, Negotiation Skills, Numeracy Skills, Organisation Skills, Perseverance, Persuading, Proactive, Problem Solving, Self Motivated, Team Work Skills, Time Management, Work Under  Pressure",04/02/2018,06/21/2020
243773,24,Female,"Personal Assistant, Sales, Brand ambassador, Events Coordinator, Promoter, VIP Waiter/Waitress",United Kingdom,United Kingdom,5+ years,English,"Communication Skills, Creativity, Flexibility, IT Skills, Management Skills, Self Motivated, Team Work Skills, Time Management",06/13/2020,06/21/2020
66452,31,Male,"Bar Supervisor, Bartender / Barmaid",Philippines,United Arab Emirates,5+ years,"English, Filipino","Adaptability, Communication Skills, Computing Skills, Confidence, Creativity, Decision Making, Flexibility, Interpersonal Skills, IT Skills, Language Skills, Leadership  Skills, Negotiation Skills, Numeracy Skills, Proactive, Problem Solving, Self Motivated, Team Work Skills, Technical Skills, Time Management, Work Under  Pressure, Written Communication",04/16/2017,06/21/2020
170777,27,Female,"Cashier, Customer Service, Guest Relations Agent, Host/Hostess, Receptionist, Reservations",Kenya,United Arab Emirates,3 years,"English, French","Adaptability, Communication Skills, Confidence, Decision Making, Flexibility, Problem Solving, Self Motivated, Time Management",08/23/2019,06/21/2020
246902,30,Male,"Personal Assistant, Administrations, Office Manager",Lebanon,United Arab Emirates,5+ years,"Arabic, English, French, Hausa","Communication Skills, Computing Skills, Confidence, IT Skills, Language Skills, Management Skills, Marketing Skills, Organisation Skills, Time Management",06/20/2020,06/21/2020
173123,29,Female,"Assistant General Manager, Assistant Reservation Manager, Customer Service, HR Officer, Personal Assistant, Receptionist",Venezuela,United Arab Emirates,1 year,"Chinese, Simplified, English, Italian, Portuguese, Brazil, Spanish",,09/03/2019,06/21/2020
183691,28,Male,"Host/Hostess, Waiter /Waitress, Personal Assistant, Sales, Assistant Door Manager, Assistant Restaurant Manager",Ukraine,United Arab Emirates,None,"Chinese, Simplified, English, Russian, Ukrainian","Adaptability, Communication Skills, Confidence, Flexibility, Language Skills, Self Motivated, Team Work Skills, Time Management, Work Under  Pressure",10/15/2019,06/21/2020
174072,25,Female,"Host/Hostess, Receptionist, Sales, Customer Service, Head Host/Hostess, Reservations",France,United Arab Emirates,5+ years,"English, French, Italian","Commercial Awareness, Communication Skills, Marketing Skills, Self Motivated",09/06/2019,06/21/2020
241395,20,Female,"Personal Assistant, Receptionist, Assistant Club Manager, Cabin Crew, Driver",United Kingdom,United Kingdom,1 year,English,,06/07/2020,06/21/2020
126924,30,Male,"Cabin Crew, Customer Service, Floor Supervisor, Marketing Coordinator, Marketing Executive, Retail Sales Executive",Egypt,United Arab Emirates, 4 years,"Arabic, English, Russian","Communication Skills, Computing Skills, Confidence, Flexibility, Language Skills, Organisation Skills, Proactive, Problem Solving, Self Motivated",11/23/2018,06/21/2020
246936,24,Female,"Assistant General Manager, Brand ambassador, Events Manager, Marketing Executive, Marketing Manager",Jordan,United Arab Emirates, 4 years,"Arabic, English",,06/20/2020,06/21/2020
216370,28,Female,"Waiter /Waitress, Barista",Uganda,United Arab Emirates, 4 years,English,"Adaptability, Commercial Awareness, Communication Skills, Computing Skills, Confidence, Creativity, Decision Making, Flexibility, Interpersonal Skills",04/02/2020,06/21/2020
133145,26,Male,"Bartender / Barmaid, Cocktail Waiter/Waitress, Promoter, Sales, VIP Waiter/Waitress, Waiter /Waitress",Bosnia and Herzegovina,Bosnia and Herzegovina, 4 years,"Bosnian, Croatian, English, Serbian, Turkish","Communication Skills, Confidence, Flexibility, Leadership  Skills, Problem Solving, Self Motivated, Team Work Skills, Work Under  Pressure",01/06/2019,06/21/2020
194298,26,Male,VIP Waiter/Waitress,Egypt,United Arab Emirates,5+ years,"Arabic, English","Adaptability, Commercial Awareness, Communication Skills, Computing Skills, Confidence, Creativity, Decision Making, Flexibility, Language Skills, Leadership  Skills, Management Skills, Marketing Skills, Organisation Skills, Problem Solving, Self Motivated, Team Work Skills, Technical Skills, Time Management, Work Under  Pressure, Written Communication",11/27/2019,06/21/2020
247406,28,Female,"Events Manager, Floor Manager, Restaurant Manager",India,India,5+ years,"English, Hindi",,06/21/2020,06/21/2020
244862,27,Male,"Waiter /Waitress, Receptionist, Customer Service, VIP Waiter/Waitress",Lebanon,United Arab Emirates,5+ years,"Arabic, English","Flexibility, Leadership  Skills, Problem Solving, Team Work Skills, Time Management, Work Under  Pressure",06/15/2020,06/21/2020
149659,26,Male,"Bartender / Barmaid, Bar Manager, Bar Supervisor",Ukraine,United Arab Emirates,5+ years,"English, Russian","Communication Skills, Language Skills, Organisation Skills, Self Motivated, Team Work Skills, Work Under  Pressure",04/28/2019,06/21/2020
61680,25,Female,"Host/Hostess, Receptionist, Sales, Concierge, Events Coordinator, Marketing Coordinator",Venezuela,United Arab Emirates, 4 years,"Arabic, English, Spanish","Computing Skills, Creativity, Flexibility, Language Skills, Organisation Skills, Work Under  Pressure",01/25/2017,06/21/2020
243555,30,Male,Bar Supervisor,Kenya,United Arab Emirates,5+ years,"English, French","Communication Skills, Confidence, Creativity, Flexibility, Interpersonal Skills",06/12/2020,06/21/2020
139637,27,Female,"Cabin Crew, Customer Service, Host/Hostess, Receptionist, Reservations",Bosnia and Herzegovina,United Arab Emirates,1 year,"Bosnian, English, German","Adaptability, Computing Skills, Confidence, Creativity, Decision Making, Flexibility, Team Work Skills, Work Under  Pressure, Written Communication",02/17/2019,06/21/2020
241829,26,Female,"Host/Hostess, Club Manager, DJ, Gym Manager, Spa Manager",Russia,United Arab Emirates,5+ years,English,"Communication Skills, Confidence, Creativity, Management Skills, Organisation Skills, Proactive, Self Motivated",06/08/2020,06/21/2020
247392,34,Male,Personal Assistant,Egypt,United Arab Emirates,,,,06/21/2020,06/21/2020
134196,22,Female,"Concierge, Customer Service, Host/Hostess, Receptionist, Sales, Waiter /Waitress",Philippines,United Arab Emirates,5+ years,"Arabic, English, Filipino","Adaptability, Communication Skills, Computing Skills, Confidence, Creativity, Decision Making, Flexibility, Interpersonal Skills, Language Skills, Marketing Skills, Negotiation Skills, Perseverance, Persuading, Problem Solving, Self Motivated, Team Work Skills, Time Management, Work Under  Pressure, Written Communication",01/12/2019,06/21/2020
57578,33,Female,"Customer Service, Guest Relations Manager, Personal Assistant, Reservations Manager, Retail Sales Executive, Spa Manager",France,United Arab Emirates,10+ years,"Arabic, English, French","Adaptability, Communication Skills, Computing Skills, Confidence, Creativity, Decision Making, Language Skills, Leadership  Skills, Management Skills, Organisation Skills, Perseverance, Problem Solving, Self Motivated, Team Work Skills, Time Management, Work Under  Pressure",12/19/2016,06/21/2020
245988,30,Female,"Personal Assistant, Cabin Crew, Customer Service, Events Coordinator, Events Manager, VIP Waiter/Waitress",United Kingdom,United Arab Emirates,5+ years,English,"Communication Skills, Confidence, Decision Making, Leadership  Skills, Team Work Skills, Time Management",06/18/2020,06/21/2020
247360,25,Female,"Personal Assistant, Entertainment Director, Events Coordinator",Lebanon,Lebanon, 4 years,"Arabic, English, French","Confidence, Creativity, Flexibility, Leadership  Skills, Problem Solving, Self Motivated, Team Work Skills, Time Management, Work Under  Pressure",06/21/2020,06/21/2020
150075,24,Female,"Sales, Brand ambassador, Cabin Crew, Cashier, HR executive, Model",Ukraine,United Arab Emirates,5+ years,"English, German, Russian, Ukrainian",,05/02/2019,06/21/2020
247373,37,Female,"Receptionist, Administrations, Assistant Reservation Manager, Customer Service",India,United Arab Emirates,10+ years,"English, Hindi",,06/21/2020,06/21/2020
193894,40,Male,"Assistant Club Manager, Assistant General Manager, Door Manager, Security",Greece,United Arab Emirates,10+ years,"English, Greek","Adaptability, Communication Skills, Interpersonal Skills, Leadership  Skills, Management Skills, Negotiation Skills, Proactive, Self Motivated, Team Work Skills, Work Under  Pressure",11/25/2019,06/21/2020
144552,28,Male,"Assistant Club Manager, Assistant Door Manager",South Sudan,Oman, 4 years,"Arabic, English",,03/21/2019,06/21/2020
192753,24,Male,"Bar Back, Bartender / Barmaid, Cabin Crew, Waiter /Waitress",South Africa,Qatar, 4 years,"Afrikaans, English","Communication Skills, Confidence, Creativity, Flexibility, Leadership  Skills, Perseverance, Problem Solving, Self Motivated, Team Work Skills, Technical Skills, Time Management, Work Under  Pressure, Written Communication",11/20/2019,06/21/2020
246140,25,Male,"Sales, Marketing Executive, Marketing Manager, Social Media Expert",Oman,United Arab Emirates, 4 years,"Arabic, English, Spanish, Tagalog",,06/18/2020,06/21/2020
146064,28,Female,"Host/Hostess, Receptionist, Retail Sales Executive",Ukraine,United Arab Emirates, 4 years,"English, Russian, Ukrainian","Flexibility, Interpersonal Skills, Team Work Skills, Time Management",04/02/2019,06/21/2020
246050,35,Male,Waiter /Waitress,Congo (Kinshasa),United Arab Emirates,2 years,English,Flexibility,06/18/2020,06/21/2020
242182,26,Male,Bartender / Barmaid,Mexico,United Arab Emirates,5+ years,"English, Spanish","Computing Skills, Decision Making, Flexibility, Organisation Skills, Proactive, Team Work Skills",06/09/2020,06/21/2020
197069,23,Female,Customer Service,Lebanon,Lebanon,1 year,"Arabic, English, French",,12/13/2019,06/21/2020
149160,29,Female,Host/Hostess,Kenya,United Arab Emirates,1 year,English,Confidence,04/24/2019,06/21/2020
247344,38,Female,"Personal Assistant, Administrations, Assistant General Manager, Office Manager",Lebanon,United Arab Emirates,10+ years,"Arabic, English","Communication Skills, Computing Skills, Interpersonal Skills, Management Skills, Organisation Skills, Proactive, Problem Solving, Self Motivated, Team Work Skills, Time Management, Work Under  Pressure",06/21/2020,06/21/2020
247347,25,Female,"Personal Assistant, Receptionist, Assistant General Manager, Entertainment Director, Events Coordinator",Lebanon,Lebanon,,,,06/21/2020,06/21/2020
99786,23,Female,"Host/Hostess, Personal Assistant, Brand ambassador, Entertainer, Events Coordinator, Promoter",Morocco,United Arab Emirates, 4 years,"Arabic, English","Adaptability, Communication Skills, Confidence, Flexibility, Interpersonal Skills, Self Motivated, Team Work Skills, Work Under  Pressure",05/03/2018,06/21/2020
247135,32,Female,Personal Assistant,Bulgaria,United Arab Emirates,2 years,"Bulgarian, English, Greek, Russian, Serbian",,06/21/2020,06/21/2020
107203,23,Male,Waiter /Waitress,Argentina,United Arab Emirates,2 years,"English, Spanish","Adaptability, Computing Skills, Confidence, Creativity, Flexibility, IT Skills, Proactive, Problem Solving, Self Motivated, Team Work Skills, Work Under  Pressure",07/31/2018,06/21/2020
